Type,Latitude,Longitude,Date,Time,Descriptions
Heavy Traffic,1.337241702,103.8372086,10/2/18,3:40:00 PM,Heavy Traffic on Thomson Road (towards SLE) after Andrew Road.
Accident,1.319881934,103.8769073,10/2/18,3:39:00 PM,Accident on PIE (towards Tuas) after KPE Exit. Avoid lane 1.
Accident,1.326057509,103.8313627,10/2/18,3:39:00 PM,Accident on PIE (towards Tuas) after Thomson Rd Exit. Avoid lane 3.
Roadwork,1.397633261,103.8541029,10/2/18,3:33:00 PM,Roadworks on SLE (towards BKE) after TPE Exit. Avoid lane 1.
Accident,1.327747246,103.8137125,10/2/18,3:30:00 PM,Accident on Adam Road (towards Braddell) after Bt Timah Road. Avoid left lane.
Heavy Traffic,1.421725656,103.7958342,10/2/18,3:27:00 PM,Heavy Traffic on SLE (towards BKE) at Woodlands Ave 12 Exit.
Roadwork,1.337979695,103.9780318,10/2/18,3:23:00 PM,Roadworks on PIE (towards Changi Airport) at ECP(Airport) Exit.
Vehicle breakdown,1.267084574,103.8177726,10/2/18,3:11:00 PM,Vehicle breakdown on West Coast Highway (towards City) at W Coast Hwy Flyover. Avoid left lane.
Roadwork,1.335217023,103.9343699,10/2/18,3:05:00 PM,Roadworks on PIE (towards Tuas) after Bedok North Avenue 3 exit. Avoid lane 1.
Roadwork,1.335460362,103.9279947,10/2/18,2:58:00 PM,Roadworks on PIE (towards Changi Airport) before Bedok North Ave 3. Avoid lane 3.
Roadwork,1.338702719,103.9758069,10/2/18,2:49:00 PM,Roadworks on PIE (towards Changi Airport) before ECP. Avoid lane 4.
Roadwork,1.343777536,103.7352101,10/2/18,2:45:00 PM,Roadworks on Jurong East Avenue 1 (towards Jurong East Street 32) after Jurong Town Hall Road. Avoid left lane.
Roadwork,1.346477671,103.7037533,10/2/18,2:45:00 PM,Roadworks on Jurong West Avenue 4 (towards Jalan Boon Lay) after Jurong West Street 76. Avoid left lane.
Roadwork,1.368027304,103.850285,10/2/18,2:43:00 PM,Roadworks on Ang Mo Kio Avenue 8 (towards Ang Mo Kio Avenue 3) after Ang Mo Kio Street 31. Avoid left lane.
Roadwork,1.309807675,103.7648107,10/2/18,2:33:00 PM,Roadworks on AYE (towards Tuas) before  Clementi Ave 6 Exit. Avoid lane 4.
Roadwork,1.318583678,103.8332153,10/2/18,2:32:00 PM,Roadworks on Dunearn Road (towards City) after Wayang Satu Flyover. Avoid left lane.
Roadwork,1.340351815,103.8051705,10/2/18,2:30:00 PM,Roadworks on PIE (towards Changi Airport) after Eng Neo Ave. Avoid lane 1.
Roadwork,1.399901619,103.8582065,10/2/18,2:29:00 PM,Roadworks on TPE (towards SLE) at Yio Chu Kang Rd Exit.
Accident,1.365373793,103.8599292,10/2/18,2:28:00 PM,Accident on CTE (towards SLE) after AMK Ave 3 Exit. Avoid lane 1.
Roadwork,1.295624127,103.8932759,10/2/18,2:28:00 PM,Roadworks on ECP (towards City) after Still Rd Sth Exit. Avoid lane 4.
Heavy Traffic,1.307167047,103.8410184,10/2/18,2:22:00 PM,Heavy Traffic in CTE Tunnel (towards AYE) at Cairnhill Circle Exit.
Roadwork,1.324409904,103.8979607,10/2/18,2:16:00 PM,Roadworks on PIE (towards Changi Airport) after Paya Lebar.
Heavy Traffic,1.320213245,103.8800165,10/2/18,2:10:00 PM,Heavy Traffic on PIE (towards Tuas) between Paya Lebar Rd and KPE Exit.
Accident,1.380291931,103.858276,10/2/18,2:04:00 PM,Accident on CTE (towards SLE) after AMK Ave 5 Exit.
Roadwork,1.311710038,103.8392125,10/2/18,2:02:00 PM,Roadworks on Clemenceau Avenue North (towards Anthony Road) after Newton Circus. Avoid right lane.
Roadwork,1.306181295,103.8391542,10/2/18,2:00:00 PM,Roadworks on Cairnhill Circle (towards Cairnhill Rise) after CTE.
Roadwork,1.281232201,103.8446908,10/2/18,1:59:00 PM,Roadworks on South Bridge Road (towards Sago Lane) after Sago Street.
Roadwork,1.339068835,103.8064972,10/2/18,1:57:00 PM,Roadworks on PIE (towards Tuas) after Eng Neo Ave. Avoid lane 5.
Roadwork,1.397633261,103.8541029,10/2/18,1:47:00 PM,Roadworks on SLE (towards BKE) after TPE Exit. Avoid lane 1.
Heavy Traffic,1.333883189,103.8138928,10/2/18,12:34:00 PM,Heavy Traffic on PIE (towards Changi Airport) at Lornie Rd Exit.
Roadwork,1.308791626,103.8777238,10/2/18,12:20:00 PM,Roadworks on Guillemard Road (towards Lorong 12 Geylang) after Lorong 8 Geylang. Avoid right lane.
Roadwork,1.310447517,103.8821284,10/2/18,12:19:00 PM,Roadworks on Guillemard Road (towards Guillemard Crescent) after Lorong 22 Geylang. Avoid left lane.
Roadwork,1.316143399,103.8973586,10/2/18,12:17:00 PM,Roadworks on Geylang Road (toward City) after Joo Chiat Road. Avoid right lane.
Roadwork,1.311817024,103.839158,10/2/18,12:14:00 PM,Roadworks on Clemenceau Avenue North (towards Newton Circus) after Anthony Road. Avoid right lane.
Roadwork,1.367722502,103.9596927,10/2/18,12:10:00 PM,Roadworks on Pasir Ris Drive 1 near Pasir Ris Drive 1/Pasir Ris Drive 4 Junction.
Roadwork,1.318635346,103.9315875,10/2/18,11:56:00 AM,Roadworks on Bedok South Road (towards Bedok South Avenue 1) after New Upper Changi Road.
Roadwork,1.278310061,103.7862614,10/2/18,11:54:00 AM,Roadworks on Pasir Panjang Road (towards City) after South Buona Vista. Avoid left lane.
Roadwork,1.306008481,103.8384292,10/2/18,11:51:00 AM,Roadworks on Cairnhill Circle (towards Cairnhill Road).
Unattended Vehicle,1.288185703,103.8415131,10/2/18,11:48:00 AM,Stationary Vehicle in CTE Tunnel (towards SLE) at Upper Cross Street Entrance.
Roadwork,1.320161243,103.8761027,10/2/18,11:48:00 AM,Roadworks on PIE (towards Changi Airport) after Kallang. Avoid lane 1.
Roadwork,1.31896768,103.832027,10/2/18,11:38:00 AM,Roadworks on Dunearn Road (towards City) after Wayang Satu Flyover. Avoid left lane.
Roadwork,1.308107106,103.9217698,10/2/18,11:37:00 AM,Roadworks on Marine Parade Road (towards Marine Vista) after Siglap Road.
Vehicle breakdown,1.333850151,103.8137071,10/2/18,11:35:00 AM,Vehicle breakdown on PIE (towards Changi Airport) at Lornie Rd Exit.
Roadwork,1.311685384,103.8881679,10/2/18,11:34:00 AM,Roadworks on Guillemard Road near Guillemard Road/Lorong 34 Geylang Junction.
Roadwork,1.311408002,103.7912353,10/2/18,11:28:00 AM,Roadworks on North Buona Vista Road (towards Holland Drive) after Commonwealth Avenue West. Avoid right lane.
Roadwork,1.317020111,103.8359408,10/2/18,11:24:00 AM,Roadworks on Dunearn Road (towards City) after Chancery Lane. Avoid left lane.
Roadwork,1.409924439,103.7557288,10/2/18,11:16:00 AM,Roadworks on Woodlands Road (towards Woodlands Checkpoint) after Sungei Kadut Ave. Avoid right lane.
Roadwork,1.36821108,103.8501869,10/2/18,11:14:00 AM,Roadworks on Ang Mo Kio Avenue 8 (towards Ang Mo Kio Street 31) after Ang Mo Kio Avenue 3.
Roadwork,1.312724749,103.7924563,10/2/18,11:10:00 AM,Roadworks on North Buona Vista Road (towards Holland Road) after Holland Drive. Avoid right lane.
Accident,1.439668426,103.7684369,10/2/18,11:07:00 AM,Accident on BKE (towards PIE) at Woodlands Checkpoint Entrance.
Roadwork,1.311408002,103.7912353,10/2/18,11:28:00 AM,Roadworks on North Buona Vista Road (towards Holland Drive) after Commonwealth Avenue West. Avoid right lane.
Roadwork,1.317020111,103.8359408,10/2/18,11:24:00 AM,Roadworks on Dunearn Road (towards City) after Chancery Lane. Avoid left lane.
Roadwork,1.375656075,103.8586957,10/2/18,11:20:00 AM,Roadworks on CTE (towards SLE) after AMK Ave 5 Exit.
Roadwork,1.409924439,103.7557288,10/2/18,11:16:00 AM,Roadworks on Woodlands Road (towards Woodlands Checkpoint) after Sungei Kadut Ave. Avoid right lane.
Roadwork,1.36821108,103.8501869,10/2/18,11:14:00 AM,Roadworks on Ang Mo Kio Avenue 8 (towards Ang Mo Kio Street 31) after Ang Mo Kio Avenue 3.
Roadwork,1.312724749,103.7924563,10/2/18,11:10:00 AM,Roadworks on North Buona Vista Road (towards Holland Road) after Holland Drive. Avoid right lane.
Roadwork,1.343777536,103.7352101,10/2/18,11:04:00 AM,Roadworks on Jurong East Avenue 1 (towards Jurong East Street 32) after Jurong Town Hall Road. Avoid left lane.
Roadwork,1.309401938,103.7819783,10/2/18,11:01:00 AM,Roadworks on Commonwealth Avenue West (towards City) after Clementi Road. Avoid right lane.
Roadwork,1.312249416,103.7733085,10/2/18,11:00:00 AM,Roadworks on Commonwealth Avenue West (towards Tuas) after Dover Avenue. Avoid right lane.
Roadwork,1.312007972,103.7712481,10/2/18,10:59:00 AM,Roadworks on Commonwealth Avenue West (towards Tuas) after Clementi Road. Avoid right lane.
Roadwork,1.340037432,103.7591925,10/2/18,10:58:00 AM,Roadworks on Bukit Batok Street 23 (towards Bukit Batok East Avenue 3) after Bukit Batok Crescent. Avoid right lane.
Roadwork,1.323662201,103.8941359,10/2/18,10:58:00 AM,Roadworks on PIE (towards Changi Airport) after Paya Lebar Rd.
Roadwork,1.415092569,103.7549763,10/2/18,10:57:00 AM,Roadworks on Woodlands Road (towards City) after Turf Club avenue. Avoid left lane.
Roadwork,1.410558137,103.7557615,10/2/18,10:51:00 AM,Roadworks on Woodlands Road (towards City) after Mandai Road. Avoid left lane.
Roadwork,1.320875065,103.8261447,10/2/18,10:47:00 AM,Roadworks on Dunearn Road (towards City) after Whitley Road. Avoid left lane.
Roadwork,1.32272781,103.8260869,10/2/18,10:46:00 AM,Roadworks on Whitley Road (towards Merryn Road) after Dunearn Road. Avoid left lane.
Roadwork,1.348959353,103.7907476,10/2/18,10:41:00 AM,Roadworks on PIE (towards Tuas) after BKE. Avoid lane 4.
Roadwork,1.362097927,103.7662167,10/2/18,10:41:00 AM,Roadworks on Hillview Road (towards Upper Bukit Timah Road) after Hillview Avenue. Avoid left lane.
Roadwork,1.323566866,103.8936615,10/2/18,10:40:00 AM,Roadworks on PIE (towards Changi Airport) after Paya Lebar Rd.
Roadwork,1.341519413,103.7774756,10/2/18,10:39:00 AM,Roadworks on Jalan Jurong Kechil near Jalan Anak Bukit/Jalan Jurong Kechil Junction.
Roadwork,1.335551421,103.8184682,10/2/18,10:39:00 AM,Roadworks on Adam Road (towards Braddell) after PIE. Avoid right lane.
Roadwork,1.280373705,103.8395234,10/2/18,10:37:00 AM,Roadworks on Outram Road (towards Eu Tong Sen Street). Avoid right lane.
Roadwork,1.361908737,103.8870411,10/2/18,10:37:00 AM,Roadworks on Upper Serangoon Road (towards City) after Hougang Avenue 3. Avoid right lane.
Roadwork,1.367245871,103.8926335,10/2/18,10:37:00 AM,Roadworks on Upper Serangoon Road (towards City) after Hougang Avenue 5. Avoid right lane.
Roadwork,1.280081785,103.8395392,10/2/18,10:36:00 AM,Roadworks on Outram Road (towards Eu Tong Sen Street).
Roadwork,1.350413942,103.7701223,10/2/18,10:36:00 AM,Roadworks on Upper Bukit Timah Road (towards Woodlands) after Old Jurong Road. Avoid left lane.
Roadwork,1.368846987,103.7647065,10/2/18,10:35:00 AM,Roadworks on Upper Bukit Timah Road (towards City) after Cashew Road.
Roadwork,1.274564134,103.8454569,10/2/18,10:35:00 AM,Roadworks on Anson Road (towards Parsi Road) after Enggor Street.
Roadwork,1.276826937,103.8486766,10/2/18,10:33:00 AM,Roadworks on Shenton Way (towards Shenton Way) after Central Boulevard.
Roadwork,1.317388956,103.8954696,10/2/18,10:31:00 AM,Roadworks on Sims Avenue (toward Changi) after Paya Lebar Road.
Roadwork,1.318083127,103.8603645,10/2/18,10:31:00 AM,Roadworks on Serangoon Road (towards Sengkang) after Balestier Road.
Roadwork,1.356567523,103.8739139,10/2/18,10:30:00 AM,Roadworks on Yio Chu Kang Link (towards Boundary Road) after Jalan Teck Kee. Avoid left lane.
Roadwork,1.300532998,103.8629306,10/2/18,10:30:00 AM,Roadworks on Nicoll Highway (towards Guillemard) after Middle Road. Avoid left lane.
Accident,1.326701963,103.8280688,10/2/18,10:15:00 AM,Accident on PIE (towards Changi Airport) after Stevens Rd Exit.
Roadwork,1.316500493,103.8923941,10/2/18,10:29:00 AM,Roadworks on Paya Lebar Road (towards Guillemard Road) after Sims Avenue. Avoid left lane.
Roadwork,1.415576846,103.7989945,10/2/18,10:29:00 AM,Roadworks on Mandai Road (towards SLE) after Lorong Lada Hitam.
Roadwork,1.30151734,103.895695,10/2/18,10:28:00 AM,Roadworks on Mountbatten Road (towards City) after Tanjong Katong Road South. Avoid left lane.
Roadwork,1.395649206,103.8576654,10/2/18,10:28:00 AM,Roadworks on SLE (towards CTE) after TPE Exit. Avoid lane 1.
Roadwork,1.31298813,103.7937046,10/2/18,10:28:00 AM,Roadworks on Holland Road (towards North Buona Vista Road) after Ford Avenue. Avoid left lane.
Roadwork,1.286418823,103.8450567,10/2/18,10:27:00 AM,Roadworks on Eu Tong Sen Street (towards Havelock Road) after Havelock Square. Avoid left lane.
Roadwork,1.30818407,103.7839188,10/2/18,10:27:00 AM,Roadworks on Commonwealth Avenue West (towards Tuas) after Dover Rise. Avoid left lane.
Roadwork,1.308376062,103.7836736,10/2/18,10:27:00 AM,Roadworks on Commonwealth Avenue West (towards City) after Ghim Moh Link. Avoid right lane.
Roadwork,1.343139487,103.7769145,10/2/18,10:26:00 AM,Roadworks on Jalan Anak Bukit (towards City) after Old Jurong Road. Avoid left lane.
Roadwork,1.30675543,103.7931358,10/2/18,10:26:00 AM,Roadworks on Commonwealth Avenue (towards Tuas) after Tanglin Halt Road. Avoid left lane.
Roadwork,1.335211469,103.9343862,10/2/18,10:25:00 AM,Roadworks on PIE (towards Tuas) after Bedok North Avenue 3 exit. Avoid lane 1.
Roadwork,1.279851737,103.8505124,10/2/18,10:25:00 AM,Roadworks on Shenton Way (towards Shenton Way) after Central Boulevard.
Roadwork,1.34433611,103.7290125,10/2/18,10:25:00 AM,Roadworks on Boon Lay Way (towards City) after Jurong West St 51.
Roadwork,1.341131593,103.7786099,10/2/18,10:25:00 AM,Roadworks on Jalan Anak Bukit (towards City) after Jalan Jurong Kechil. Avoid left lane.
Roadwork,1.431915141,103.7710994,10/2/18,10:24:00 AM,Roadworks on Woodlands Avenue 3 (towards Woodlands Checkpoint) after BKE. Avoid left lane.
Roadwork,1.432013898,103.7717808,10/2/18,10:23:00 AM,Roadworks on Woodlands Avenue 3 (towards City) after Woodlands Ave 1. Avoid left lane.
Roadwork,1.390695375,103.7544757,10/2/18,10:21:00 AM,Roadworks on Woodlands Road (towards Woodlands Checkpoint) after KJE. Avoid left lane.
Roadwork,1.35437286,103.8487416,10/2/18,10:20:00 AM,Roadworks on Bishan Road (towards Bishan Street 22) after Ang Mo Kio Avenue 1. Avoid left lane.
Roadwork,1.319173348,103.7712132,10/2/18,10:17:00 AM,Roadworks on Ulu Pandan Road near Clementi Road/Ulu Pandan Road Junction.
Roadwork,1.314686387,103.8899451,10/2/18,10:10:00 AM,Roadworks on Geylang Road (toward City) after Tanjong Katong Road. Avoid right lane.
Roadwork,1.31955772,103.8783649,10/2/18,10:10:00 AM,Roadworks on PIE (towards Tuas) at KPE(ECP) Exit.
Roadwork,1.320061299,103.8648639,10/2/18,10:10:00 AM,Roadworks on Bendemeer Road (towards City) after Whampoa East. Avoid left lane.
Roadwork,1.330030005,103.8553211,10/2/18,10:10:00 AM,Roadworks on PIE (towards Tuas) at Toa Payoh (Kim Keat Link) Exit.
Roadwork,1.309235216,103.8464318,10/2/18,10:08:00 AM,Roadworks on Bukit Timah Road (towards City) after CTE. Avoid left lane.
Roadwork,1.346913992,103.7989612,10/2/18,10:07:00 AM,Roadworks on PIE (towards Changi Airport) before Eng Neo Ave. Avoid lane 1.
Roadwork,1.296156826,103.8950965,10/2/18,10:07:00 AM,Roadworks on ECP (towards City) after Still Rd Sth Exit. Avoid lane 4.
Roadwork,1.31987167,103.9684509,10/2/18,10:06:00 AM,Roadworks on ECP (towards City) after East Coast Park Carpark H Exit. Avoid lane 1.
Roadwork,1.411538433,103.8069748,10/2/18,10:02:00 AM,Roadworks on SLE (towards CTE) at Mandai Ave Entrance.
Roadwork,1.350072054,103.8476289,10/2/18,10:00:00 AM,Roadworks on Bishan Road (towards Bishan Street 21) after Jalan Binchang. Avoid left lane.
Roadwork,1.339453793,103.9740631,10/2/18,10:00:00 AM,Roadworks on PIE (towards Changi Airport) after TPE. Avoid lane 4.
Roadwork,1.412549714,103.7559522,10/2/18,10:00:00 AM,Roadworks on Woodlands Road (towards City) after Turf Club avenue. Avoid left lane.
Roadwork,1.308057046,103.7536269,10/2/18,9:59:00 AM,Roadworks on Jalan Buroh (towards Tuas) after Buroh Flyover. Avoid right lane.
Roadwork,1.306137442,103.8389307,10/2/18,9:57:00 AM,Roadworks on Cairnhill Circle (towards Cairnhill Rise) after CTE. Avoid left lane.
Roadwork,1.297379496,103.8852887,10/2/18,9:54:00 AM,Roadworks on Fort Road (towards Meyer Road) after ECP.
Roadwork,1.297840259,103.8853324,10/2/18,9:54:00 AM,Roadworks on Fort Road near Fort Road/Meyer Road Junction.
Roadwork,1.400750574,103.8563293,10/2/18,9:53:00 AM,Roadworks on SLE (towards CTE) at Seletar West Link Entrance.
Roadwork,1.362622875,103.8928694,10/2/18,9:53:00 AM,Roadworks on Hougang Avenue 3 (towards Upper Serangoon Road) after Tampines Road. Avoid right lane.
Roadwork,1.403541349,103.7561379,10/2/18,9:52:00 AM,Roadworks on Woodlands Road (towards City) after Mandai Road. Avoid right lane.
Roadwork,1.35364767,103.8644826,10/2/18,9:51:00 AM,Roadworks on Lorong Chuan (towards Ang Mo Kio Avenue 1) after Cardiff Grove. Avoid right lane.
Roadwork,1.309896317,103.7894779,10/2/18,9:50:00 AM,Roadworks on Ghim Moh Road (towards Commonwealth Avenue West) after Grove Avenue. Avoid left lane.
Roadwork,1.361077732,103.8891494,10/2/18,9:49:00 AM,Roadworks on Tampines Road (towards Jalan Teliti) after Hougang Avenue 1. Avoid left lane.
Roadwork,1.325060271,103.938741,10/2/18,9:47:00 AM,Roadworks on New Upper Changi Road (toward Changi) after Bedok North Avenue 3. Avoid right lane.
Roadwork,1.390765717,103.7545036,10/2/18,9:44:00 AM,Roadworks on Woodlands Road (towards City) after Sungei Kadut Ave. Avoid left lane.
Roadwork,1.397675586,103.8540125,10/2/18,9:43:00 AM,Roadworks on SLE (towards CTE) after TPE Exit. Avoid lane 3.
Roadwork,1.326800922,103.8298037,10/2/18,9:43:00 AM,Roadworks on PIE (towards Tuas) after Thomson Rd Exit. Avoid lane 4.
Roadwork,1.374335363,103.9000173,10/2/18,9:42:00 AM,Roadworks on Upper Serangoon Road (towards Sengkang) after Hougang Avenue 8. Avoid right lane.
Roadwork,1.374239836,103.8999818,10/2/18,9:39:00 AM,Roadworks on Upper Serangoon Road (towards City) after Buangkok East Drive. Avoid left lane.
Roadwork,1.346477671,103.7037533,10/2/18,9:32:00 AM,Roadworks on Jurong West Avenue 4 (towards Jalan Boon Lay) after Jurong West Street 76. Avoid left lane.
Roadwork,1.400617035,103.8940937,10/2/18,9:31:00 AM,Roadworks on TPE (towards PIE) at Sengkang Exit.
Roadwork,1.334848756,103.9249966,10/2/18,9:30:00 AM,Roadworks on PIE (towards Changi Airport) after Bedok North Rd. Avoid lane 3.
Roadwork,1.319037338,103.7711012,10/2/18,9:28:00 AM,Roadworks on Clementi Road near Clementi Road/Ulu Pandan Road Junction.
Roadwork,1.319197849,103.8499059,10/2/18,9:25:00 AM,Roadworks on Moulmein Road (towards Mandalay Road) after CTE.
Roadwork,1.341172243,103.734688,10/2/18,9:16:00 AM,Roadworks on Boon Lay Way (towards Tuas) after Jurong Town Hall Road. Avoid left lane.
Roadwork,1.367061872,103.9467826,10/2/18,9:00:00 AM,Roadworks on TPE (towards SLE) after Tampines Ave 12 Exit. Avoid lane 1.
Heavy Traffic,1.333813629,103.8144256,10/2/18,8:50:00 AM,Heavy Traffic on PIE (towards Changi Airport) at Lornie Rd Exit.
Vehicle breakdown,1.276528247,103.8273744,10/2/18,8:47:00 AM,Vehicle breakdown on AYE (towards MCE) after Lower Delta Rd Exit.
Vehicle breakdown,1.377575786,103.7766139,10/2/18,8:00:00 AM,Vehicle breakdown on BKE (towards PIE) before Bukit Panjang Rd Exit.
Roadwork,1.313273563,103.7721772,10/2/18,7:29:00 AM,Roadworks on Clementi Road (towards Commonwealth Avenue West) after Clementi Avenue 2. Avoid right lane.
Vehicle breakdown,1.337041662,103.86213,10/2/18,7:03:00 AM,Vehicle breakdown on CTE (towards AYE) after PIE(Changi) Exit. Avoid lane 5.
Accident,1.391627279,103.7742445,10/2/18,6:21:00 AM,Accident on BKE (towards Woodlands) after KJE Exit. Avoid lane 1.
Roadwork,1.304717397,103.8324844,10/2/18,6:03:00 AM,Roadworks on Orchard Road (towards Bras Basah Rd) after Scotts Road. Avoid left lane.
Accident,1.321041359,103.8557282,10/2/18,5:08:00 AM,Accident on CTE (towards AYE) after Balestier Rd Exit. Avoid lane 4.
Accident,1.321414405,103.8562187,10/2/18,5:07:00 AM,Accident on CTE (towards AYE) at Balestier Rd Exit.
Roadwork,1.28300026,103.8348112,10/2/18,2:25:00 AM,Roadworks in CTE Tunnel (towards SLE) at Outram Rd Exit.
Accident,1.323173318,103.8829083,10/2/18,2:18:00 AM,Accident on KPE (towards TPE) after Sims Ave Entrance. Avoid lane 2.
Roadwork,1.286956848,103.8398853,10/2/18,2:08:00 AM,Roadworks in CTE Tunnel (towards AYE) before Outram Rd Exit. Avoid lane 3.
Roadwork,1.315054086,103.8746842,10/2/18,2:03:00 AM,Roadworks on KPE (towards TPE) at Sims Avenue Entrance.
Roadwork,1.284405007,103.837204,10/2/18,2:00:00 AM,Roadworks in CTE Tunnel (towards AYE) at Outram Rd Exit.
Roadwork,1.332083136,103.861717,10/2/18,1:55:00 AM,Roadworks on CTE (towards SLE) at PIE Exit.
Roadwork,1.307780628,103.7398664,10/2/18,1:07:00 AM,Roadworks on Jalan Buroh (towards City) after Penjuru Road. Avoid right lane.
Roadwork,1.304559414,103.8327806,10/2/18,12:56:00 AM,Roadworks on Orchard Road (towards Bras Basah Rd) after Scotts Road. Avoid left lane.
Roadwork,1.31176248,103.8450154,10/2/18,12:40:00 AM,Roadworks in CTE Tunnel (towards AYE) at Bukit Timah Rd Exit.
Roadwork,1.314254634,103.8748652,10/2/18,12:39:00 AM,Roadworks on KPE (towards TPE) after Nicoll Highway Entrance. Avoid lane 2.
Roadwork,1.320791164,103.8914052,10/2/18,12:33:00 AM,Roadworks on Paya Lebar Road (towards Geylang East Central) after Jalan Afifi.
Roadwork,1.287073511,103.8400707,10/2/18,12:29:00 AM,Roadworks in CTE Tunnel (towards AYE) before Outram Rd Exit. Avoid lane 3.
Roadwork,1.309615817,103.875762,10/2/18,12:28:00 AM,Roadworks on KPE (towards TPE) before Nicoll Highway Entrance. Avoid lane 1.
Accident,1.30442637,103.8366334,10/2/18,12:19:00 AM,Accident on Bideford Road (towards Cairnhill Road) after Orchard Link. Avoid right lane.
Roadwork,1.278059303,103.8708291,10/2/18,12:18:00 AM,Roadworks on MCE (towards AYE) between ECP (City) Entrance and Central Blvd Exit. Avoid lane 5.
Roadwork,1.332622328,103.9771325,10/2/18,12:14:00 AM,Roadworks on ECP (towards Changi Airport) before PIE Exit. Avoid lane 1.
Roadwork,1.272509132,103.8464635,10/2/18,12:08:00 AM,Roadworks on AYE (towards Tuas) after Keppel Rd exit. Avoid lanes 1 and 2.
Roadwork,1.321766378,103.8231555,10/2/18,12:07:00 AM,Roadworks on Dunearn Road (towards City) at Wayang Satu Flyover.
Roadwork,1.33138675,103.8861417,10/2/18,12:06:00 AM,Roadworks on KPE (towards ECP) after Airport Rd Entrance. Avoid lanes 1 and 2.
Roadwork,1.28929857,103.8474712,10/2/18,12:04:00 AM,Roadworks on Eu Tong Sen Street (towards Boat Quay) after Tew Chew Street.
Roadwork,1.420315248,103.7988103,10/2/18,12:02:00 AM,Roadworks on SLE (towards BKE) before Woodlands Ave 12 Exit. Avoid lanes 1 and 2.
Roadwork,1.275605611,103.8673886,10/2/18,12:00:00 AM,"Roadworks on MCE (towards ECP) between Central Blvd Exit and Marina Blvd Entrance. Avoid lanes 2, 3, 4 and 5."
Roadwork,1.275605611,103.8673886,10/2/18,12:00:00 AM,Roadworks on MCE (towards ECP) between Central Blvd Exit and Marina Blvd Entrance. Avoid lane 5.
Accident,1.272448806,103.8473465,9/2/18,11:59:00 PM,Accident on AYE (towards MCE) after Keppel Rd Entrance. Avoid lane 4.
Roadwork,1.298686493,103.8605182,9/2/18,11:50:00 PM,Roadworks on Nicoll Highway (towards Shenton Way) after Republic Avenue.
Vehicle breakdown,1.340487229,103.9718014,9/2/18,11:43:00 PM,Vehicle breakdown on PIE (towards Tuas) after Changi South Ave 3.
Roadwork,1.300310247,103.8555855,9/2/18,11:39:00 PM,Roadworks on Victoria Street (towards Cheng Yan Place) after Rochor Road.
Roadwork,1.353786529,103.8337954,9/2/18,11:20:00 PM,Roadworks on Upper Thomson Road (towards Newton) after Bright Hill Drive. Avoid left lane.
Roadwork,1.387034073,103.8583463,9/2/18,11:16:00 PM,Roadworks on CTE (towards AYE) before AMK Ave 5 Exit. Avoid lane 3.
Accident,1.325613539,103.9036427,9/2/18,11:04:00 PM,Accident on PIE (towards Changi Airport) before Jalan Eunos. Avoid lane 1.
Roadwork,1.324320276,103.722959,9/2/18,10:58:00 PM,Roadworks on AYE (towards MCE) after Yuan Ching Exit.
Roadwork,1.314321728,103.7107855,9/2/18,10:54:00 PM,Roadworks on Jalan Buroh (towards City) after Jurong Pier Road. Avoid right lane.
Roadwork,1.314128671,103.7080191,9/2/18,10:50:00 PM,Roadworks on Jalan Buroh (towards Tuas) after Jurong Pier Road.
Roadwork,1.311465628,103.7326444,9/2/18,10:49:00 PM,Roadworks on Jalan Buroh (towards Tuas) after Penjuru Road. Avoid right lane.
Roadwork,1.314115839,103.7078717,9/2/18,10:44:00 PM,Roadworks on Jalan Buroh (towards Tuas) after Jurong Pier Road. Avoid right lane.
Roadwork,1.313596194,103.7026438,9/2/18,10:43:00 PM,Roadworks on Jalan Buroh (towards Tuas) after Jurong Pier Road. Avoid left lane.
Roadwork,1.353418353,103.8341185,9/2/18,10:40:00 PM,Roadworks on Upper Thomson Road (towards SLE) after Jalan Pelatina. Avoid left lane.
Roadwork,1.326811946,103.8297274,9/2/18,10:38:00 PM,Roadworks on PIE (towards Tuas) after Thomson Rd Exit. Avoid lane 4.
Roadwork,1.27749229,103.8466279,9/2/18,10:38:00 PM,Roadworks on Maxwell Road (towards Cecil Street) after Peck Seah Street. Avoid right lane.
Roadwork,1.32213139,103.8847373,9/2/18,10:37:00 PM,Roadworks on PIE (towards Changi Airport) before Paya Lebar Rd. Avoid lane 2.
Roadwork,1.378567224,103.903446,9/2/18,10:34:00 PM,Roadworks on Upper Serangoon Road (towards Sengkang) after Hougang Avenue 8.
Roadwork,1.302655156,103.8575597,9/2/18,10:34:00 PM,Roadworks on Victoria Street (towards Arab Street) after Ophir Road. Avoid left lane.
Heavy Traffic,1.436590698,103.7684629,9/2/18,10:25:00 PM,Heavy Traffic on BKE (towards Woodlands) at Woodlands Rd Exit.
Roadwork,1.367142168,103.9468321,9/2/18,10:23:00 PM,Roadworks on TPE (towards PIE) after Pasir Ris Dr 8 Exit. Avoid lane 1.
Roadwork,1.303433173,103.8668765,9/2/18,10:22:00 PM,Roadworks on Republic Avenue (towards Nicoll Highway) after Beach Road. Avoid left lane.
Roadwork,1.272134224,103.8318329,9/2/18,10:20:00 PM,Roadworks on Keppel Road (towards AYE). Avoid left lane.
