Type,Latitude,Longitude,Date,Time,Descriptions
Roadwork,1.325175467,103.9396404,13/2/2018,9:46:00 AM,Roadworks on New Upper Changi Road (toward Changi) after Bedok North Avenue 3. Avoid right lane.
Roadwork,1.297203849,103.8853324,13/2/2018,9:43:00 AM,Roadworks on Fort Road (towards ECP) after Meyer Road.
Roadwork,1.296992599,103.8852833,13/2/2018,9:42:00 AM,Roadworks on Fort Road (towards Meyer Road) after ECP. Avoid right lane.
Roadwork,1.276178615,103.8407915,13/2/2018,9:38:00 AM,Roadworks on Cantonment Road (towards Everton Park) after Cantonment Close.
Roadwork,1.312820098,103.7925599,13/2/2018,9:36:00 AM,Roadworks on North Buona Vista Road (towards Holland Road) after Holland Drive. Avoid right lane.
Roadwork,1.301897431,103.8969469,13/2/2018,9:34:00 AM,Roadworks on Mountbatten Road (towards City) after Tanjong Katong Road South. Avoid left lane.
Roadwork,1.341405863,103.7783646,13/2/2018,9:32:00 AM,Roadworks on Jalan Anak Bukit (towards City) after Jalan Jurong Kechil. Avoid left lane.
Roadwork,1.355917741,103.9631762,13/2/2018,9:29:00 AM,Roadworks on TPE (towards SLE) before PIE Entrance. Avoid lane 1.
Roadwork,1.33868011,103.9758128,13/2/2018,9:29:00 AM,Roadworks on PIE (towards Tuas) after ECP Entrance. Avoid lane 3.
Roadwork,1.409886281,103.8299822,13/2/2018,9:21:00 AM,Roadworks on Yishun Avenue 1 (towards Lentor Avenue) after Yishun Avenue 2. Avoid left lane.
Roadwork,1.314335752,103.9355559,13/2/2018,9:16:00 AM,Roadworks on Upper East Coast Road (towards City) after Bayshore Road. Avoid left lane.
Heavy Traffic,1.330501939,103.8621813,13/2/2018,9:15:00 AM,Heavy Traffic on PIE (towards Changi Airport) between Thomson Rd and CTE.
Vehicle breakdown,1.278221398,103.8710563,13/2/2018,9:13:00 AM,Vehicle breakdown on MCE (towards AYE) before Central Blvd Exit.
Accident,1.278597257,103.8231113,13/2/2018,9:06:00 AM,Accident on AYE (towards Tuas) after Lower Delta Rd Exit with congestion till Lower Delta Rd Exit. Avoid lane 2.
Vehicle breakdown,1.409451602,103.7723356,13/2/2018,9:01:00 AM,Vehicle breakdown on BKE (towards PIE) at Mandai Rd Entrance.
Vehicle breakdown,1.329700723,103.9751444,13/2/2018,8:58:00 AM,Vehicle breakdown on ECP (towards Changi Airport) before PIE Exit. Avoid lane 3.
Heavy Traffic,1.340475302,103.7503624,13/2/2018,8:54:00 AM,Heavy Traffic on PIE (towards Tuas) at Toh Guan Rd Exit.
Heavy Traffic,1.290099597,103.8427525,13/2/2018,8:52:00 AM,Heavy Traffic in CTE Tunnel (towards AYE) at Havelock Road Exit.
Heavy Traffic,1.32411519,103.7433305,13/2/2018,8:43:00 AM,Heavy Traffic on AYE (towards MCE) at Jurong Town Hall Rd Exit.
Heavy Traffic,1.293611301,103.7989817,13/2/2018,8:29:00 AM,Heavy Traffic on Queensway Flyover (towards AYE) between MacRitchie viaduct and Queensway.
Heavy Traffic,1.357213478,103.9627838,13/2/2018,8:23:00 AM,Heavy Traffic on TPE (towards PIE) between Loyang Ave Exit and PIE Exit.
Heavy Traffic,1.34803527,103.8587985,13/2/2018,8:16:00 AM,Heavy Traffic on CTE (towards AYE) between Yio Chu Kang Rd Exit and PIE(Changi) Exit.
Vehicle breakdown,1.344088355,103.8437454,13/2/2018,8:12:00 AM,Vehicle breakdown on Braddell Road (towards Bishan Flyover) after Bishan Road.
Obstacle,1.294165181,103.8640719,13/2/2018,8:10:00 AM,Obstacle on ECP (towards Changi Airport) at Ophir Rd Entrance.
Heavy Traffic,1.326328465,103.7321396,13/2/2018,8:05:00 AM,Heavy Traffic on AYE (towards Tuas) between Clementi Ave 2 Exit and Penjuru Rd Exit.
Heavy Traffic,1.359807683,103.8287787,13/2/2018,8:02:00 AM,Heavy Traffic on Upper Thomson Road (towards Newton) between Yio Chu Kang Road and Ang Mo Kio Avenue 1.
Heavy Traffic,1.336741838,103.6769902,13/2/2018,8:01:00 AM,Heavy Traffic on PIE (towards Tuas) at Upper Jurong Rd Exit.
Vehicle breakdown,1.337136756,103.6770175,13/2/2018,7:58:00 AM,Vehicle breakdown on PIE (towards Tuas) before Upper Jurong Rd.
Accident,1.424658605,103.7910386,13/2/2018,7:57:00 AM,Accident on SLE (towards BKE) before Woodlands Ave 2 Exit with congestion till Mandai Rd Exit. Avoid lane 2.
Heavy Traffic,1.365208589,103.7075956,13/2/2018,7:56:00 AM,Heavy Traffic on KJE (towards PIE) between Sungei Tengah Exit and PIE(Tuas) Exit.
Heavy Traffic,1.343443178,103.7361943,13/2/2018,7:52:00 AM,Heavy Traffic on Jurong Town Hall Road near Jurong East Avenue 1/Jurong Town Hall Road Junction.
Heavy Traffic,1.331202031,103.7979363,13/2/2018,7:50:00 AM,Heavy Traffic on Eng Neo Avenue between Dunearn Road and Fairways Drive.
Heavy Traffic,1.328558473,103.8675081,13/2/2018,7:47:00 AM,Heavy Traffic on PIE (towards Changi Airport) between Toa Payoh Lor 1 and Kallang Way.
Heavy Traffic,1.317588234,103.83539,13/2/2018,7:43:00 AM,Heavy Traffic on Dunearn Road (towards City) between Whitley Road and Wayang Satu Flyover.
Heavy Traffic,1.364453021,103.9563007,13/2/2018,7:43:00 AM,Heavy Traffic on TPE (towards PIE) between Sengkang Exit and Loyang Ave Exit.
Heavy Traffic,1.358774266,103.961698,13/2/2018,7:40:00 AM,Heavy Traffic on TPE (towards SLE) at Tampines Ave 7 Exit.
Heavy Traffic,1.350716209,103.9618726,13/2/2018,7:39:00 AM,Heavy Traffic on PIE (towards Changi Airport) at TPE Exit.
Heavy Traffic,1.328522275,103.8242047,13/2/2018,7:36:00 AM,Heavy Traffic on PIE (towards Changi Airport) between Eng Neo Ave and Lornie Rd.
Heavy Traffic,1.398336799,103.7739287,13/2/2018,7:21:00 AM,Heavy Traffic on BKE (towards PIE) after Mandai Rd Exit.
Heavy Traffic,1.324014816,103.6645059,13/2/2018,7:19:00 AM,Heavy Traffic on PIE (towards Tuas) at AYE Exit.
Heavy Traffic,1.422792508,103.7733148,13/2/2018,7:18:00 AM,Heavy Traffic on SLE (towards BKE) at BKE(PIE) Exit.
Heavy Traffic,1.333901449,103.8140604,13/2/2018,7:08:00 AM,Heavy Traffic on PIE (towards Changi Airport) at Lornie Rd Exit.
Vehicle breakdown,1.332125055,103.6755678,13/2/2018,7:07:00 AM,Vehicle breakdown on PIE (towards Changi Airport) after Pasir Laba.
Heavy Traffic,1.3581382,103.8573961,13/2/2018,6:52:00 AM,Heavy Traffic on CTE (towards AYE) before AMK Ave 1 Exit.
Accident,1.319218384,103.7711775,13/2/2018,6:50:00 AM,Accident on Ulu Pandan Road near Clementi Road/Ulu Pandan Road Junction.
Roadwork,1.282920141,103.8362718,13/2/2018,6:12:00 AM,Roadworks on Outram Road (towards Chin Swee Road). Avoid left lane.
Roadwork,1.313973349,103.7089752,13/2/2018,5:53:00 AM,Roadworks on Jalan Buroh (towards Tuas) after Jurong Pier Road. Avoid left lane.
Obstacle,1.333017254,103.7647696,13/2/2018,5:39:00 AM,Obstacle on PIE (towards Changi Airport) at Clementi Ave 6 Exit.
Accident,1.322852815,103.7460668,13/2/2018,5:35:00 AM,Accident on AYE (towards Tuas) at Jurong Town Hall Exit.
Roadwork,1.295362402,103.8722203,13/2/2018,5:15:00 AM,Roadworks on ECP (towards Changi Airport) at KPE(TPE) Exit.
Accident,1.394720711,103.8578645,13/2/2018,4:49:00 AM,Accident on SLE (towards CTE) after TPE Exit. Avoid lanes 2 and 3.
Roadwork,1.31113665,103.7351845,13/2/2018,4:26:00 AM,Roadworks on Penjuru Flyover (towards City) at Penjuru Flyover.
Obstacle,1.423214944,103.7736309,13/2/2018,3:45:00 AM,Obstacle on SLE (towards BKE) at BKE(PIE) Exit.
Roadwork,1.357242334,103.9020601,13/2/2018,3:03:00 AM,Roadworks on KPE (towards TPE) before Tampines Rd Exit. Avoid lane 1.
Roadwork,1.310761869,103.8754661,13/2/2018,2:37:00 AM,Roadworks on KPE (towards ECP) after Nicoll Highway Exit. Avoid lane 1.
Roadwork,1.303070152,103.7713227,13/2/2018,2:19:00 AM,Roadworks on AYE (towards Tuas) at Clementi Rd Entrance.
Roadwork,1.296919046,103.8439437,13/2/2018,2:19:00 AM,Roadworks in CTE Tunnel (towards AYE) before Havelock Exit. Avoid lane 3.
Roadwork,1.304758916,103.8401238,13/2/2018,2:17:00 AM,Roadworks in CTE Tunnel (towards AYE) before Orchard Rd Exit. Avoid lane 3.
Accident,1.305766457,103.8375941,13/2/2018,2:13:00 AM,Accident on Cairnhill Road near Cairnhill Circle/Cairnhill Road Junction.
Roadwork,1.279451439,103.8296408,13/2/2018,2:11:00 AM,Roadworks on CTE (towards AYE) at Jalan Bukit Merah Exit.
Roadwork,1.329212198,103.9749483,13/2/2018,2:10:00 AM,Roadworks on ECP (towards City) after PIE(Tuas) Exit. Avoid lane 1.
Roadwork,1.420702208,103.7712978,13/2/2018,2:06:00 AM,Roadworks on SLE (towards BKE) at BKE(Woodlands) Exit.
Roadwork,1.30588779,103.9114341,13/2/2018,1:39:00 AM,Roadworks on Marine Parade Road (towards Still Road South) after Marine Crescent.
Roadwork,1.265633712,103.8237574,13/2/2018,1:38:00 AM,Roadworks on Sentosa Gateway near Sentosa Gateway/Telok Blangah Road Junction.
Roadwork,1.29538047,103.8722828,13/2/2018,1:13:00 AM,Roadworks on ECP (towards Changi Airport) at KPE(TPE) Exit. KPE(TPE) Exit closed.
Vehicle breakdown,1.39487621,103.8332242,13/2/2018,1:13:00 AM,Vehicle breakdown on SLE (towards CTE) at Lentor Ave Entrance.
Roadwork,1.327132634,103.8258393,13/2/2018,1:06:00 AM,Roadworks on PIE (towards Changi Airport) at Stevens Rd Exit. Stevens Rd Exit closed.
Roadwork,1.307167047,103.8410184,13/2/2018,1:02:00 AM,Roadworks in CTE Tunnel (towards AYE) at Cairnhill Circle Exit.
Roadwork,1.331086275,103.885711,13/2/2018,1:00:00 AM,Roadworks on KPE (towards TPE) before Upper Paya Lebar Rd Exit. Avoid lane 2.
Roadwork,1.322042652,103.7046004,13/2/2018,12:56:00 AM,Roadworks on AYE (towards MCE) at Jalan Boon Lay Exit. Jalan Boon Lay Exit closed.
Roadwork,1.32652372,103.8704225,13/2/2018,12:39:00 AM,Roadworks on PIE (towards Tuas) after KPE Exit. Avoid lanes 1 and 2.
Roadwork,1.390576604,103.7654431,13/2/2018,12:37:00 AM,Roadworks on KJE (towards BKE) before BKE Exit. Avoid lane 1.
Roadwork,1.292364694,103.853928,13/2/2018,12:28:00 AM,Roadworks on Stamford Road near Beach Road/St. Andrew`s Road Junction.
Roadwork,1.299569172,103.8776339,13/2/2018,12:25:00 AM,Roadworks on KPE (towards TPE) after ECP Entrance. Avoid lane 1.
Roadwork,1.29183481,103.8755758,13/2/2018,12:18:00 AM,Roadworks on MCE (towards AYE) at MCE(AYE) Entrance. MCE(AYE) Entrance closed.
Roadwork,1.272517766,103.8327707,13/2/2018,12:05:00 AM,Roadworks on AYE (towards MCE) at Keppel Rd Entrance.
Roadwork,1.289392567,103.8421379,13/2/2018,12:00:00 AM,Roadworks in CTE Tunnel (towards AYE) after Havelock Exit. Avoid lane 3.
Roadwork,1.287793555,103.840782,13/2/2018,12:00:00 AM,Roadworks in CTE Tunnel (towards SLE) at Merchant Road Exit.
Roadwork,1.265949164,103.8237682,12/2/2018,11:51:00 PM,Roadworks on Telok Blangah Road (towards City) after Sentosa Gateway. Avoid right lane.
Roadwork,1.329472056,103.8509626,12/2/2018,11:50:00 PM,Roadworks on PIE (towards Tuas) after Toa Payoh Exit. Avoid lane 4.
Roadwork,1.295702625,103.8933166,12/2/2018,11:49:00 PM,Roadworks on ECP (towards Changi Airport) before Tg Katong Rd Exit. Avoid lane 1.
Accident,1.321301695,103.9051718,12/2/2018,11:47:00 PM,Accident on Jalan Eunos (towards Hougang) after Changi Road.
Roadwork,1.322489103,103.6984058,12/2/2018,11:47:00 PM,Roadworks on AYE (towards Tuas) after Pioneer Rd Exit. Avoid lane 1.
Roadwork,1.289173434,103.8436113,12/2/2018,11:45:00 PM,Roadworks in CTE Tunnel (towards AYE) at Merchant Road Entrance. Merchant Road Entrance closed.
Roadwork,1.33299554,103.8625227,12/2/2018,11:33:00 PM,Roadworks on CTE (towards AYE) at PIE(Changi) Exit.
Roadwork,1.343494306,103.8927435,12/2/2018,11:32:00 PM,Roadworks on Kim Chuan Road (towards Bartley Road East). Avoid left lane.
Roadwork,1.353481933,103.7877618,12/2/2018,11:23:00 PM,Roadworks on BKE (towards PIE) before PIE Exit. Avoid lane 3.
Roadwork,1.306598251,103.9144971,12/2/2018,11:14:00 PM,Roadworks on Marine Parade Road (towards Telok Kurau Road) after Marine Terrace. Avoid left lane.
Roadwork,1.366211851,103.9068623,12/2/2018,11:14:00 PM,Roadworks on KPE (towards ECP) at Tampines Road Exit.
Roadwork,1.3020147,103.8374102,12/2/2018,11:08:00 PM,Roadworks on Orchard Road (towards Bras Basah Rd) after Bideford Road.
Roadwork,1.334616691,103.760309,12/2/2018,11:06:00 PM,Roadworks on PIE (towards Tuas) at Bukit Batok East Ave 3 Exit.
Roadwork,1.322275637,103.7012262,12/2/2018,11:05:00 PM,Roadworks on AYE (towards MCE) after Pioneer Rd Exit. Avoid lane 4.
Accident,1.396540918,103.8505954,12/2/2018,11:03:00 PM,Accident on SLE (towards CTE) before TPE Exit. Avoid lane 1.
Roadwork,1.3020147,103.8374102,12/2/2018,11:08:00 PM,Roadworks on Orchard Road (towards Bras Basah Rd) after Bideford Road.
Roadwork,1.334616691,103.760309,12/2/2018,11:06:00 PM,Roadworks on PIE (towards Tuas) at Bukit Batok East Ave 3 Exit.
Roadwork,1.322275637,103.7012262,12/2/2018,11:05:00 PM,Roadworks on AYE (towards MCE) after Pioneer Rd Exit. Avoid lane 4.
Roadwork,1.322749219,103.6891937,12/2/2018,11:05:00 PM,Roadworks on AYE (towards MCE) before Pioneer Rd Exit. Avoid lane 1.
Roadwork,1.283633314,103.8356286,12/2/2018,11:03:00 PM,Roadworks on Outram Road (towards CTE). Avoid left lane.
Roadwork,1.322855821,103.683056,12/2/2018,10:54:00 PM,Roadworks on AYE (towards MCE) at Jln Ahmad Ibrahim Entrance.
Roadwork,1.333322838,103.9560422,12/2/2018,10:50:00 PM,Roadworks on Upper Changi Road East (toward City) after Expo Drive. Avoid left lane.
Roadwork,1.394813537,103.8333599,12/2/2018,10:46:00 PM,Roadworks on SLE (towards CTE) at Lentor Ave Entrance.
Roadwork,1.420470363,103.7986602,12/2/2018,10:40:00 PM,Roadworks on SLE (towards CTE) after Woodlands Ave 12 Exit. Avoid lane 4.
Roadwork,1.376301866,103.9321349,12/2/2018,10:29:00 PM,Roadworks on Pasir Ris Drive 12 (towards TPE). Avoid left lane.
Roadwork,1.3007901,103.8369346,12/2/2018,10:27:00 PM,Roadworks on Somerset Road (towards Grange Road) after Penang Road.
Roadwork,1.32678997,103.8298037,12/2/2018,10:26:00 PM,Roadworks on PIE (towards Tuas) after Thomson Rd Exit. Avoid lane 4.
Roadwork,1.321684969,103.6677518,12/2/2018,10:26:00 PM,Roadworks on Jalan Ahmad Ibrahim (towards AYE) after Gul Way. Avoid left lane.
Roadwork,1.428468803,103.7660323,12/2/2018,10:25:00 PM,Roadworks on Woodlands Avenue 3 (towards Woodlands Checkpoint) after Kranji Road.
Roadwork,1.295357476,103.8719872,12/2/2018,10:25:00 PM,Roadworks on ECP (towards Changi Airport) before Fort Rd Exit.
Roadwork,1.283932247,103.8495352,12/2/2018,10:22:00 PM,Roadworks on Church Street near Church Street/Phillip Street Junction.
Roadwork,1.326382037,103.7641849,12/2/2018,10:21:00 PM,Roadworks on Clementi Avenue 6 (towards Clementi Loop) after Clementi Loop. Avoid left lane.
Roadwork,1.314395007,103.7190946,12/2/2018,10:18:00 PM,Roadworks on Jalan Buroh (towards City) after Jurong Pier Road. Avoid right lane.
Roadwork,1.311811549,103.7326839,12/2/2018,10:17:00 PM,Roadworks on Jalan Buroh (towards City) after Jurong Port Road. Avoid left lane.
Roadwork,1.305343723,103.7418635,12/2/2018,10:16:00 PM,Roadworks on Jalan Buroh (towards City) after Penjuru Road. Avoid right lane.
Roadwork,1.324840516,103.9000539,12/2/2018,10:15:00 PM,Roadworks on PIE (towards Changi Airport) after Paya Lebar. Avoid lane 1.
Roadwork,1.319218234,103.7720315,12/2/2018,10:13:00 PM,Roadworks on Ulu Pandan Road (towards Clementi Road) after Pine Grove. Avoid right lane.
Roadwork,1.280861973,103.8391256,12/2/2018,10:13:00 PM,Roadworks on Outram Road (towards Eu Tong Sen Street) after Second Hospital Avenue.
Roadwork,1.319648874,103.7709523,12/2/2018,10:13:00 PM,Roadworks on Clementi Road (towards Sunset Lane) after Ulu Pandan Road. Avoid right lane.
Roadwork,1.276687324,103.8272109,12/2/2018,10:13:00 PM,Roadworks on AYE (towards MCE) after CTE Exit. Avoid lane 2.
Roadwork,1.285199208,103.7796975,12/2/2018,10:08:00 PM,Roadworks on West Coast Highway (towards Tuas) after South Buona Vista. Avoid left lane.
Roadwork,1.342206624,103.7804112,12/2/2018,10:06:00 PM,Roadworks on PIE (towards Changi Airport) after Bukit Timah Rd exit. Avoid lane 4.
Roadwork,1.352153558,103.8759305,12/2/2018,10:06:00 PM,Roadworks on Upper Serangoon Road (towards Sengkang) after Serangoon Central. Avoid left lane.
Roadwork,1.353407401,103.8341185,12/2/2018,10:05:00 PM,Roadworks on Upper Thomson Road (towards SLE) after Jalan Pelatina. Avoid left lane.
Roadwork,1.342461964,103.7772961,12/2/2018,10:03:00 PM,Roadworks on Jalan Anak Bukit (towards Clementi Road) after Hindhede Road. Avoid left lane.
Roadwork,1.422563344,103.7949261,12/2/2018,9:56:00 PM,Roadworks on SLE (towards BKE) after Woodlands Ave 12 Exit. Avoid lane 1.
Roadwork,1.305415192,103.7690514,12/2/2018,9:54:00 PM,Roadworks on AYE (towards MCE) after Clementi Ave 2 Exit. Avoid lane 3.
Roadwork,1.394188146,103.8193941,12/2/2018,9:48:00 PM,Roadworks on SLE (towards CTE) after Upper Thomson Rd Exit. Avoid lane 1.
Vehicle breakdown,1.332134341,103.8874772,12/2/2018,9:44:00 PM,Vehicle breakdown on KPE (towards ECP) after Airport Rd Entrance.
Roadwork,1.430441095,103.7673556,12/2/2018,9:29:00 PM,Roadworks on Woodlands Avenue 3 (towards Woodlands Checkpoint) after Kranji Road. Avoid left lane.
Heavy Traffic,1.363692144,103.8593236,12/2/2018,9:27:00 PM,Heavy Traffic on CTE (towards SLE) between Braddell Rd Exit and AMK Ave 3 Exit.
Roadwork,1.401189568,103.8747785,12/2/2018,9:26:00 PM,Roadworks on TPE (towards PIE) before Seletar Link Exit. Avoid lane 4.
Roadwork,1.331363523,103.7640594,12/2/2018,9:25:00 PM,Roadworks on PIE (towards Tuas) at Clementi Ave 6 Entrance.
Roadwork,1.343494306,103.8927435,12/2/2018,9:22:00 PM,Roadworks on Kim Chuan Road (towards Bartley Road East). Avoid right lane.
Roadwork,1.314220562,103.7602547,12/2/2018,9:18:00 PM,Roadworks on AYE (towards Tuas ) at West Coast Way Entrance.
Vehicle breakdown,1.409883756,103.771121,12/2/2018,8:55:00 PM,Vehicle breakdown on BKE (towards Woodlands) at Mandai Rd Exit.
Heavy Traffic,1.320616494,103.8550651,12/2/2018,8:38:00 PM,Heavy Traffic on CTE (towards SLE) after Moulmein Rd Exit.
Accident,1.327204552,103.9060467,12/2/2018,8:34:00 PM,Accident on PIE (towards Changi Airport) at Jalan Eunos Entrance.
Roadwork,1.31397596,103.7089103,12/2/2018,8:21:00 PM,Roadworks on Jalan Buroh (towards Tuas) after Jurong Pier Road. Avoid left lane.
Roadwork,1.311446829,103.7329302,12/2/2018,8:02:00 PM,Roadworks on Jalan Buroh (towards Tuas) after Penjuru Road. Avoid right lane.
Roadwork,1.316666987,103.8923659,12/2/2018,7:48:00 PM,Roadworks on Paya Lebar Road (towards Guillemard Road) after Sims Avenue. Avoid left lane.
Heavy Traffic,1.391158795,103.7736851,12/2/2018,7:11:00 PM,Heavy Traffic on KJE (towards BKE) at BKE(Woodlands) Exit.
Heavy Traffic,1.308413288,103.9325804,12/2/2018,7:10:00 PM,Heavy Traffic on ECP (towards City) between East Coast Park Carpark H Exit and Still Rd Sth Exit.
Vehicle breakdown,1.323512899,103.8934216,12/2/2018,6:55:00 PM,Vehicle breakdown on PIE (towards Changi Airport) after Paya Lebar Rd. Avoid lane 3.
Heavy Traffic,1.324024419,103.7438368,12/2/2018,6:50:00 PM,Heavy Traffic on AYE (towards MCE) at Jurong Town Hall Rd Exit.
Heavy Traffic,1.295647687,103.8909078,12/2/2018,6:39:00 PM,Heavy Traffic on ECP (towards Changi Airport) between Fort Rd Exit and Tg Katong Rd Exit.
Heavy Traffic,1.349009638,103.7958432,12/2/2018,6:07:00 PM,Heavy Traffic on PIE (towards Tuas) at BKE(Woodlands) Exit.
Heavy Traffic,1.383812641,103.738183,12/2/2018,6:05:00 PM,Heavy Traffic on KJE (towards BKE) at Choa Chu Kang Way Exit.
Heavy Traffic,1.421768152,103.7958172,12/2/2018,5:52:00 PM,Heavy Traffic on SLE (towards BKE) at Woodlands Ave 12 Exit.
Heavy Traffic,1.328635108,103.8669211,12/2/2018,5:49:00 PM,Heavy Traffic on PIE (towards Tuas) between Jalan Eunos and CTE(City) Exit.
Heavy Traffic,1.337871909,103.8960975,12/2/2018,5:48:00 PM,Heavy Traffic on KPE (towards TPE) at Bartley Rd East Exit.
Heavy Traffic,1.320190809,103.8115459,12/2/2018,5:41:00 PM,Heavy Traffic on Farrer Road (towards Lornie) after Empress Road.
Vehicle breakdown,1.380246641,103.8582847,12/2/2018,5:41:00 PM,Vehicle breakdown on CTE (towards SLE) after AMK Ave 5 Exit.
Heavy Traffic,1.416962309,103.8031655,12/2/2018,5:32:00 PM,Heavy Traffic on SLE (towards CTE) between Woodlands Ave 2 Exit and Mandai Ave Exit.
Heavy Traffic,1.285957458,103.7979073,12/2/2018,5:29:00 PM,Heavy Traffic on AYE (towards MCE) between Buona Vista Exit and Alexandra Rd Exit.
Heavy Traffic,1.326184503,103.9057212,12/2/2018,5:19:00 PM,Heavy Traffic on PIE (towards Changi Airport) between CTE and Jalan Eunos.
Heavy Traffic,1.309900924,103.7647888,12/2/2018,5:13:00 PM,Heavy Traffic on AYE (towards MCE) between Yuan Ching Entrance and Clementi Ave 2 Exit.
Heavy Traffic,1.333872763,103.814116,12/2/2018,5:10:00 PM,Heavy Traffic on PIE (towards Changi Airport) at Lornie Rd Exit.
Heavy Traffic,1.363848498,103.859389,12/2/2018,5:01:00 PM,Heavy Traffic on CTE (towards SLE) between Braddell Rd Exit and AMK Ave 3 Exit.
Accident,1.417760579,103.8022987,12/2/2018,4:55:00 PM,Accident on SLE (towards CTE) before Mandai Ave Exit with congestion till BKE Entrance. Avoid lane 2.
Vehicle breakdown,1.360771228,103.9607813,12/2/2018,4:51:00 PM,Vehicle breakdown on TPE (towards PIE) after Loyang Ave Exit. Avoid lane 1.
Heavy Traffic,1.391098455,103.7736469,12/2/2018,4:43:00 PM,Heavy Traffic on KJE (towards BKE) at BKE(Woodlands) Exit.
Heavy Traffic,1.305116795,103.9231955,12/2/2018,4:41:00 PM,Heavy Traffic on ECP (towards Changi Airport) between Fort Rd Exit and Marine Vista Exit.
Accident,1.326318868,103.9062172,12/2/2018,3:59:00 PM,Accident on PIE (towards Changi Airport) before Jalan Eunos with congestion till Kallang. Avoid lanes 2 and 3.
Accident,1.327022031,103.8365387,12/2/2018,3:57:00 PM,Accident on PIE (towards Changi Airport) before Thomson Rd with congestion till Lornie Rd. Avoid lane 1.
Roadwork,1.326846492,103.8292834,12/2/2018,3:53:00 PM,Roadworks on PIE (towards Tuas) after Thomson Rd Exit. Avoid lane 4.
Roadwork,1.304723366,103.8324485,12/2/2018,3:47:00 PM,Roadworks on Orchard Road (towards Bras Basah Rd) after Scotts Road. Avoid right lane.
Roadwork,1.302869901,103.9150953,12/2/2018,3:19:00 PM,Roadworks on ECP (towards Changi Airport) after Still Rd Sth Exit. Avoid lane 3.
Accident,1.284057096,103.8018844,12/2/2018,3:08:00 PM,Accident on AYE (towards Tuas) before Alexandra Rd Entrance.
Roadwork,1.358570418,103.7819147,12/2/2018,3:08:00 PM,Roadworks on BKE (towards Woodlands) before Dairy Farm Rd Exit. Avoid lane 1.
Roadwork,1.334642008,103.6512249,12/2/2018,2:48:00 PM,Roadworks on AYE (towards MCE) after Tuas West Rd. Avoid lane 1.
Roadwork,1.429161486,103.7696303,12/2/2018,2:30:00 PM,Roadworks on BKE (towards PIE) before SLE Exit. Avoid lane 3.
Roadwork,1.306996299,103.9160877,12/2/2018,2:20:00 PM,Roadworks on Marine Parade Road (towards Telok Kurau Road) after Marine Terrace.
Roadwork,1.330944772,103.7953249,12/2/2018,2:16:00 PM,Roadworks on Sixth Avenue (towards Fifth Avenue) after Bukit Timah Road. Avoid left lane.
Roadwork,1.343882205,103.860225,12/2/2018,2:15:00 PM,Roadworks on CTE (towards SLE) after Braddell Rd Exit. Avoid lane 1.
Accident,1.347936674,103.9544369,12/2/2018,2:02:00 PM,Accident on PIE (towards Changi Airport) before Tampines St 31. Avoid lane 2.
Roadwork,1.367111683,103.9468014,12/2/2018,2:01:00 PM,Roadworks on TPE (towards PIE) after Pasir Ris Dr 8 Exit. Avoid lane 1.
Roadwork,1.361596991,103.8867557,12/2/2018,1:48:00 PM,Roadworks on Upper Serangoon Road (towards City) after Hougang Avenue 3. Avoid right lane.
Roadwork,1.338669792,103.9758015,12/2/2018,1:32:00 PM,Roadworks on PIE (towards Tuas) after ECP Entrance. Avoid lane 3.
Roadwork,1.311975172,103.9499909,12/2/2018,1:15:00 PM,Roadworks on ECP (towards Changi Airport) after Bayshore Rd Exit. Avoid lane 1.
Vehicle breakdown,1.359715374,103.9035026,12/2/2018,1:12:00 PM,Vehicle breakdown on KPE (towards ECP) at Tampines Road Entrance.
Roadwork,1.333360022,103.7446643,12/2/2018,12:53:00 PM,Roadworks on Boon Lay Way (towards Tuas) after Jurong East Street 11. Avoid left lane.
Roadwork,1.402816797,103.7560267,12/2/2018,12:50:00 PM,Roadworks on Woodlands Road (towards Woodlands Checkpoint) after Sungei Kadut Ave. Avoid left lane.
Roadwork,1.343384703,103.8529642,12/2/2018,12:24:00 PM,Roadworks on Braddell Road (towards Lorong 6 Toa Payoh). Avoid left lane.
Accident,1.319114314,103.7562011,12/2/2018,12:20:00 PM,Accident on AYE (towards Tuas ) after Clementi Ave 6 Exit. Avoid lane 4.
Roadwork,1.41033844,103.7557617,12/2/2018,12:19:00 PM,Roadworks on Woodlands Road (towards City) after Mandai Road. Avoid right lane.
Roadwork,1.399610068,103.7554271,12/2/2018,12:19:00 PM,Roadworks on Woodlands Road (towards Woodlands Checkpoint) after Sungei Kadut Ave. Avoid left lane.
Roadwork,1.361566788,103.886663,12/2/2018,12:14:00 PM,Roadworks on Upper Serangoon Road (towards Sengkang) after Tampines Road. Avoid right lane.
Roadwork,1.364563794,103.708058,12/2/2018,12:11:00 PM,Roadworks on PIE (towards Tuas) at KJE(BKE) Exit.
Roadwork,1.362713504,103.8878156,12/2/2018,11:58:00 AM,Roadworks on Upper Serangoon Road (towards Sengkang) after Tampines Road. Avoid left lane.
Roadwork,1.37414933,103.8998973,12/2/2018,11:57:00 AM,Roadworks on Upper Serangoon Road (towards City) after Buangkok East Drive.
Roadwork,1.373825579,103.899494,12/2/2018,11:55:00 AM,Roadworks on Upper Serangoon Road (towards Sengkang) after Hougang Avenue 8. Avoid right lane.
